item_id,group_id,conversation_id,test_fold
1805:5:0,component-2e86fb7a68c712d7,1805,3
1806:0:0,component-c1a65a34e001eac5,1806,1
1806:2:0,component-c1a65a34e001eac5,1806,1
1807:0:0,component-137a265efabdabe1,1807,2
1807:2:0,component-137a265efabdabe1,1807,2
1808:0:0,component-6e58114cf2be5b9e,1808,1
1809:0:0,component-7f241fbac7e9b01e,1809,2
1809:2:0,component-7f241fbac7e9b01e,1809,2
180:0:0,component-fe51388bcbb3c01e,180,4
180:2:0,component-fe51388bcbb3c01e,180,4
180:4:0,component-fe51388bcbb3c01e,180,4
1810:0:0,component-f308a91deeff4033,1810,1
1811:0:0,component-171322dfa07dabf7,1811,3
1813:0:0,component-3c2a59d038c583cb,1813,1
1814:0:0,component-03832a47b3ae5f09,1814,4
1814:2:0,component-03832a47b3ae5f09,1814,4
1815:0:0,component-2a1ad67ca73dcf6f,1815,4
1816:0:0,component-4c25ab1756a63518,1816,0
1816:2:0,component-4c25ab1756a63518,1816,0
1817:0:0,component-89813a9a25347a28,1817,2
1818:0:0,component-257b42011ac81d59,1818,2
1819:0:0,component-79bbf04f99155b3a,1819,0
181:0:0,component-899ca33a5a228400,181,0
181:2:0,component-899ca33a5a228400,181,0
181:4:0,component-899ca33a5a228400,181,0
181:6:0,component-899ca33a5a228400,181,0
1820:0:0,component-a0c4bb73f3c4db21,1820,2
1820:2:0,component-a0c4bb73f3c4db21,1820,2
1821:0:0,component-9c157213b94fbaed,1821,3
1822:0:0,component-d2dc93ad83c62835,1822,4
1822:2:0,component-d2dc93ad83c62835,1822,4
1823:0:0,component-1984875997ba3770,1823,3
1824:0:0,component-b8befddc55489e3d,1824,0
1825:0:0,component-3986efc241e316e2,1825,0
1826:0:0,component-4fddfa31751d4e63,1826,1
1827:0:0,component-539d00a875735979,1827,4
1828:0:0,component-12b5a23fd3a6dd19,1828,2
1829:0:0,component-39d6ac4a11aca175,1829,1
182:0:0,component-835e71e156b24284,182,3
1830:0:0,component-7889cd31f396b126,1830,0
1831:0:0,component-6ce8049bc037d55a,1831,0
1832:0:0,component-51a5e2ff4e544f7b,1832,3
1833:0:0,component-fac8902901b84d68,1833,1
1833:2:0,component-fac8902901b84d68,1833,1
1834:1:0,component-dfae0160ff9d42ca,1834,2
1835:0:0,component-8a0a8242307edbb4,1835,0
1835:2:0,component-8a0a8242307edbb4,1835,0
1836:0:0,component-46829d2e54fe0629,1836,2
1836:2:0,component-46829d2e54fe0629,1836,2
1837:0:0,component-88fb0406a8eabe57,1837,0
1838:0:0,component-bd576acb016ef981,1838,0
1838:2:0,component-bd576acb016ef981,1838,0
1839:0:0,component-4f0b1190b96aa7ad,1839,2
183:0:0,component-87c1da8bfb1abbfe,183,3
1840:0:0,component-ed152098db1e18fc,1840,2
1841:0:0,component-8eb4b25492d67632,1841,4
1842:0:0,component-e6e67cf1ef0001c0,1842,0
1842:0:1,component-e6e67cf1ef0001c0,1842,0
1842:0:2,component-e6e67cf1ef0001c0,1842,0
1843:0:0,component-2343fa3ba0398dd1,1843,0
1844:0:0,component-e5a58c4a4a9fc32e,1844,3
1844:2:0,component-e5a58c4a4a9fc32e,1844,3
1845:0:0,component-f7a126b7cd0b7ab0,1845,0
1846:0:0,component-863791e94b71c2c1,1846,2
1847:0:0,component-12e323f3ce34b8c3,1847,0
1848:0:0,component-40366e66ea067d8f,1848,4
1849:0:0,component-88519b749bad340a,1849,1
1849:2:0,component-88519b749bad340a,1849,1
1849:4:0,component-88519b749bad340a,1849,1
184:0:0,component-a4b857dd46c9fab0,184,1
1850:0:0,component-b814af8239e1dbdb,1850,0
1851:0:0,component-ffe44496f221cbe8,1851,3
1852:0:0,component-62ed70ac8d1c0041,1852,4
1853:0:0,component-fd1ae5457956cbce,1853,3
1853:2:0,component-fd1ae5457956cbce,1853,3
1853:4:0,component-fd1ae5457956cbce,1853,3
1854:0:0,component-1ba990460cbdebf6,1854,3
1855:0:0,component-955f1ddc2948b153,1855,1
1855:10:0,component-955f1ddc2948b153,1855,1
1855:12:0,component-955f1ddc2948b153,1855,1
1855:14:0,component-955f1ddc2948b153,1855,1
1855:2:0,component-955f1ddc2948b153,1855,1
1855:4:0,component-955f1ddc2948b153,1855,1
1855:6:0,component-955f1ddc2948b153,1855,1
1855:8:0,component-955f1ddc2948b153,1855,1
1856:0:0,component-0fe5975fa4575b9a,1856,4
1857:0:0,component-5f105bfaa582c795,1857,1
1857:2:0,component-5f105bfaa582c795,1857,1
1858:0:0,component-235beea8d0eb5c58,1858,3
1858:2:0,component-235beea8d0eb5c58,1858,3
1859:0:0,component-888fe3e6449e996e,1859,3
185:0:0,component-a184bf40c70af197,185,0
185:2:0,component-a184bf40c70af197,185,0
185:4:0,component-a184bf40c70af197,185,0
1860:0:0,component-50d93d874ed8b825,1860,2
1861:0:0,component-b134a98ab8b448fe,1861,4
1861:2:0,component-b134a98ab8b448fe,1861,4
1862:0:0,component-157daffc2b8fcc5b,1862,2
1863:0:0,component-55162c092cab12a6,1863,4
1864:0:0,component-aa59b317f7349657,1864,1
1865:0:0,component-80c2f0e68dab0abb,1865,4
1866:0:0,component-cb009f1c32283c14,1866,0
1867:0:0,component-a00e535cddfb761f,1867,1
1868:0:0,component-0d6f1045ea740c02,1868,0
1869:0:0,component-2fc1e7e6011f4966,1869,3
186:1:0,component-1f52d65595947e6d,186,0
1870:0:0,component-c6b91e456a715e8a,1870,2
1871:0:0,component-69e74931cee3ebdf,1871,2
1871:2:0,component-69e74931cee3ebdf,1871,2
1872:0:0,component-e279ebc8a036d7fe,1872,0
1873:0:0,component-39c770f90fbbfebf,1873,3
1874:0:0,component-8d0a14fe8e0865b2,1874,3
1875:0:0,component-e0ba158651b3515b,1875,4
1876:0:0,component-181d778bd05c99f5,1876,1
1877:0:0,component-3c144b8eaf8a3131,1877,0
1877:2:0,component-3c144b8eaf8a3131,1877,0
1877:4:0,component-3c144b8eaf8a3131,1877,0
1878:0:0,component-a2492a6701e4a776,1878,0
1879:0:0,component-99e724a1e050a369,1879,0
187:0:0,component-a63f7d86d5318831,187,0
187:2:0,component-a63f7d86d5318831,187,0
1880:0:0,component-64a3f72884d91f3a,1880,0
1880:2:0,component-64a3f72884d91f3a,1880,0
1881:0:0,component-c2cb794b716327da,1881,1
1881:2:0,component-c2cb794b716327da,1881,1
1882:0:0,component-80c4ebb30a0d9ad2,1882,1
1883:0:0,component-e0d50e847a60fa19,1883,3
1883:2:0,component-e0d50e847a60fa19,1883,3
1883:4:0,component-e0d50e847a60fa19,1883,3
1883:6:0,component-e0d50e847a60fa19,1883,3
1883:8:0,component-e0d50e847a60fa19,1883,3
1884:0:0,component-92a2b1e10e8a9629,1884,2
1885:0:0,component-6c63e948106d7c63,1885,1
1886:0:0,component-df75f17ada6a3e8e,1886,4
1887:0:0,component-8620f4b3260d99fe,1887,0
1888:0:0,component-0b57de6f5ed0f3be,1888,1
1889:0:0,component-575768b4af36b868,1889,3
1889:2:0,component-575768b4af36b868,1889,3
188:0:0,component-4c01f3cb455def70,188,1
1890:0:0,component-2117d72cf40587f5,1890,1
1891:0:0,component-6b6c2ce0deb2ea9b,1891,2
1892:0:0,component-a9117b1b0f58b158,1892,2
1893:0:0,component-c8eac7456fa6aad3,1893,2
1894:0:0,component-cf8d1daf591c5a82,1894,0
1895:0:0,component-22925e4e79f763d1,1895,1
1896:0:0,component-7249d76937b14087,1896,1
1897:0:0,component-7a430ec6913666d6,1897,1
1898:0:0,component-1a3e21f5c31a9a92,1898,2
1899:0:0,component-57a7b8bf840a56dd,1899,3
189:0:0,component-2e7b63672a37d0f7,189,0
18:0:0,component-09ba4c65927a6fb5,18,0
1900:0:0,component-0ca6c9cd2577f084,1900,2
1901:0:0,component-e2dd14297b0e6cc5,1901,0
1902:0:0,component-798bef4a1e9e11df,1902,1
1903:0:0,component-f070c79f5dc2a063,1903,2
1904:0:0,component-51a84be45bc05121,1904,4
1905:0:0,component-aa6ba059cff85c23,1905,3
1906:0:0,component-80c6cbc818796dd7,1906,4
1907:0:0,component-9b30fdfa009e212a,1907,1
1907:2:0,component-9b30fdfa009e212a,1907,1
1908:0:0,component-b37172964c0562af,1908,4
1909:0:0,component-37cde4fb2a3a88cc,1909,0
1909:2:0,component-37cde4fb2a3a88cc,1909,0
190:0:0,component-ed6c0d317552be11,190,3
1910:0:0,component-526c5423b00bbe9e,1910,1
1911:0:0,component-2096fd19588d5d0c,1911,1
1912:0:0,component-d96c1203b2018961,1912,1
1913:1:0,component-0f30e1c5f60ce853,1913,1
1914:0:0,component-bab49536c22be380,1914,2
1915:0:0,component-7044680c9ab2f800,1915,4
1916:0:0,component-caf48c4549611bc7,1916,1
1917:0:0,component-b35a53c064e8894a,1917,4
1918:0:0,component-99b2c97c1db3b989,1918,2
1918:2:0,component-99b2c97c1db3b989,1918,2
1919:0:0,component-caebdae13f6f4f68,1919,0
1919:2:0,component-caebdae13f6f4f68,1919,0
1919:2:1,component-caebdae13f6f4f68,1919,0
1919:4:0,component-caebdae13f6f4f68,1919,0
1919:4:1,component-caebdae13f6f4f68,1919,0
1919:6:0,component-caebdae13f6f4f68,1919,0
191:0:0,component-81aba3d2700a053c,191,4
191:2:0,component-81aba3d2700a053c,191,4
191:4:0,component-81aba3d2700a053c,191,4
191:6:0,component-81aba3d2700a053c,191,4
191:8:0,component-81aba3d2700a053c,191,4
1920:0:0,component-9656b9daa28ebd5a,1920,2
1921:0:0,component-10efae1769a0eed8,1921,3
1922:0:0,component-4fc55461185ffeb0,1922,2
1923:0:0,component-73a9a68dbaee85d3,1923,4
1923:2:0,component-73a9a68dbaee85d3,1923,4
1923:4:0,component-73a9a68dbaee85d3,1923,4
1923:6:0,component-73a9a68dbaee85d3,1923,4
1923:8:0,component-73a9a68dbaee85d3,1923,4
1924:0:0,component-0563656f11276ef1,1924,2
1925:0:0,component-4f5dc6c8113630d9,1925,4
1925:2:0,component-4f5dc6c8113630d9,1925,4
1926:0:0,component-3fa531c622d4fbdd,1926,3
1926:0:1,component-3fa531c622d4fbdd,1926,3
1927:0:0,component-ab5dc8665024e278,1927,3
1928:0:0,component-c8792e97a0a68211,1928,1
1929:0:0,component-42692bc9ab5dca15,1929,4
192:0:0,component-3be20fd7849d79bd,192,4
1930:0:0,component-728b6c0d717d9412,1930,3
1930:2:0,component-728b6c0d717d9412,1930,3
1931:0:0,component-0a358cd2084b1333,1931,3
1932:0:0,component-b775fc3813ce4a14,1932,1
1933:0:0,component-fa3005caf913ee6a,1933,4
1934:0:0,component-6d8a499dadbc6fbd,1934,0
1934:2:0,component-6d8a499dadbc6fbd,1934,0
1935:0:0,component-1ab86c2d9f37f72a,1935,2
1936:0:0,component-26fb8d9d2ca61417,1936,1
1937:0:0,component-3259251705b20086,1937,2
1938:0:0,component-0d62f13c543058de,1938,3
1939:0:0,component-1e7a830c7f095b28,1939,1
1939:2:0,component-1e7a830c7f095b28,1939,1
193:0:0,component-c76ff2aa2861e662,193,3
193:2:0,component-c76ff2aa2861e662,193,3
1940:0:0,component-61fa44392c8537e5,1940,4
1940:2:0,component-61fa44392c8537e5,1940,4
1941:1:0,component-3c116f4ce366bda6,1941,3
1941:3:0,component-3c116f4ce366bda6,1941,3
1942:0:0,component-23ac77dfedad7d79,1942,0
1943:0:0,component-5bc69f906c606390,1943,1
1944:0:0,component-75e71905d463c450,1944,2
1945:0:0,component-ca9a4bf3d622c73c,1945,4
1945:0:1,component-ca9a4bf3d622c73c,1945,4
1945:0:2,component-ca9a4bf3d622c73c,1945,4
1946:0:0,component-439079ec07484f3b,1946,0
1946:2:0,component-439079ec07484f3b,1946,0
1946:4:0,component-439079ec07484f3b,1946,0
1946:6:0,component-439079ec07484f3b,1946,0
1947:0:0,component-f6d21a5b2461e04f,1947,2
1948:0:0,component-ff542727ac6fb3b4,1948,2
1949:0:0,component-c49f3a47fc8c5020,1949,3
194:0:0,component-a71333ff30d83e59,194,4
194:2:0,component-a71333ff30d83e59,194,4
194:4:0,component-a71333ff30d83e59,194,4
194:6:0,component-a71333ff30d83e59,194,4
194:8:0,component-a71333ff30d83e59,194,4
1950:0:0,component-fbca2f588bc81fce,1950,2
1951:0:0,component-2bd5127bf5d40bb8,1951,2
1952:0:0,component-15cbf7c63624d94d,1952,1
1952:0:1,component-15cbf7c63624d94d,1952,1
1953:0:0,component-7a577879dc2e4871,1953,2
1954:0:0,component-ebc850bd781149a0,1954,3
1955:0:0,component-54c76b4a5484646c,1955,4
1956:0:0,component-e8894e8b36c547f1,1956,3
1957:0:0,component-316c30976547056c,1957,4
1957:2:0,component-316c30976547056c,1957,4
1958:0:0,component-421ad3cdab481337,1958,1
1959:0:0,component-f60a39c1c647c76b,1959,3
1959:0:1,component-f60a39c1c647c76b,1959,3
195:0:0,component-5722214ec920675e,195,1
1960:1:0,component-4a7384c24aec273a,1960,1
1961:1:0,component-b1c554039e7d5180,1961,2
1962:0:0,component-a450107c289d9c9a,1962,4
1963:0:0,component-0a802c21e86fb864,1963,0
1964:0:0,component-f890602138382057,1964,1
1965:0:0,component-818f0c2066b68e55,1965,4
1966:0:0,component-4e2bbeb05cc19851,1966,3
1967:0:0,component-8598072388339186,1967,1
1968:0:0,component-04127503d3b3a6e0,1968,2
1969:0:0,component-9050dd0f0c8f6e34,1969,3
196:0:0,component-ad35b3a70147809c,196,4
196:0:1,component-ad35b3a70147809c,196,4
1970:0:0,component-91d5452b9575a940,1970,3
1970:2:0,component-91d5452b9575a940,1970,3
1971:0:0,component-6391be2a89aa636c,1971,4
1972:0:0,component-b11078f4609cc026,1972,0
1973:0:0,component-6df5a7a2327ca866,1973,4
1974:0:0,component-45cb37d94600e0dd,1974,2
1975:0:0,component-05516e847ce724cf,1975,2
1975:2:0,component-05516e847ce724cf,1975,2
1975:2:1,component-05516e847ce724cf,1975,2
1976:0:0,component-c8fef0a87012cc06,1976,1
1976:0:1,component-c8fef0a87012cc06,1976,1
1977:0:0,component-3e4463072ca15bfb,1977,0
1978:0:0,component-07fb92e71fe5ca43,1978,1
1979:0:0,component-fb421cd15f6adef7,1979,3
197:0:0,component-0398087d63b4fa24,197,4
1980:0:0,component-77e90e5ea78ba6b3,1980,0
1981:0:0,component-8489e97ebc4e9c05,1981,3
1982:1:0,component-e090625ba6e8126e,1982,4
1983:0:0,component-bcff3e27eb0417ad,1983,4
1984:0:0,component-4f4827f13e4fb258,1984,3
1985:0:0,component-4baea884173945ce,1985,4
1986:0:0,component-718f3acb544a9ed9,1986,3
1986:2:0,component-718f3acb544a9ed9,1986,3
1986:4:0,component-718f3acb544a9ed9,1986,3
1987:0:0,component-089bdea3ba8c7c9c,1987,0
1987:0:1,component-089bdea3ba8c7c9c,1987,0
1988:0:0,component-88ca4ef9af288617,1988,3
1989:0:0,component-058d09e13ed467d6,1989,2
198:0:0,component-f27382dd57881093,198,2
1990:0:0,component-f534f0d54923fb9b,1990,1
1991:0:0,component-2bf8d50034542da6,1991,1
1992:0:0,component-f119479f92ec375c,1992,2
1993:0:0,component-273a9c1a709e900b,1993,1
1993:2:0,component-273a9c1a709e900b,1993,1
1994:0:0,component-87001988ce1f186b,1994,1
1995:1:0,component-70fec0ca0a0f1dc9,1995,4
1996:0:0,component-94524a756d0dbce6,1996,2
1997:0:0,component-c12892b8ad5c1865,1997,2
1998:0:0,component-5052b1771f8f3c12,1998,1
1999:0:0,component-2c6432bbb50af730,1999,3
199:0:0,component-7256b0ef677aae4a,199,2
19:0:0,component-955f1ddc2948b153,19,1
19:2:0,component-955f1ddc2948b153,19,1
19:4:0,component-955f1ddc2948b153,19,1
1:0:0,component-5276958a372feba8,1,3
2000:0:0,component-e1fb73690e014554,2000,0
2001:0:0,component-af60ac7564504587,2001,0
2002:0:0,component-656ceb0e0b62802c,2002,3
2003:0:0,component-aaa21393cb38d8ce,2003,2
2004:0:0,component-64bbe530d747a44d,2004,4
2004:2:0,component-64bbe530d747a44d,2004,4
2005:0:0,component-15787ea927e621d6,2005,1
2006:0:0,component-2491154277188eac,2006,3
2007:0:0,component-3b5e3980e08747ef,2007,4
2008:0:0,component-0c7f3a631d1c6d71,2008,0
2009:1:0,component-4e02c8795c0495c3,2009,1
200:0:0,component-38bbfe95c029bc9b,200,2
2010:0:0,component-9631bb132c9a75eb,2010,3
2011:0:0,component-82984d73e848e413,2011,4
2012:0:0,component-6ab5ee65e42cca41,2012,2
2012:2:0,component-6ab5ee65e42cca41,2012,2
2013:0:0,component-9c66858673342802,2013,1
2014:1:0,component-69e3ca111b944f81,2014,1
2014:3:0,component-69e3ca111b944f81,2014,1
2015:0:0,component-78e3f7c788a6aebe,2015,3
2016:0:0,component-bf2912b5ae85d614,2016,2
2017:0:0,component-b5dde9ef86a8df2e,2017,2
2017:2:0,component-b5dde9ef86a8df2e,2017,2
2018:0:0,component-1c7b5a68ad5f48b5,2018,4
2019:0:0,component-44277452185f9686,2019,3
201:0:0,component-0dfd71477604d22b,201,4
2020:0:0,component-2f4215ab3754fedc,2020,1
2021:0:0,component-33164c138c372a3c,2021,0
2021:2:0,component-33164c138c372a3c,2021,0
2022:0:0,component-fdf0f30763607e05,2022,2
2023:0:0,component-8c8622183a06d541,2023,2
2024:0:0,component-323c57574a838ff6,2024,4
2025:0:0,component-9289a674eaac22f4,2025,4
2026:0:0,component-425d15eb6f951010,2026,4
2027:0:0,component-b8d0978d6e8f8a0a,2027,4
2028:0:0,component-bd4f7edb7fa31cff,2028,3
2028:2:0,component-bd4f7edb7fa31cff,2028,3
2029:0:0,component-e35461c1efc7259f,2029,0
202:0:0,component-f65cb8af55073f07,202,2
202:2:0,component-f65cb8af55073f07,202,2
2030:0:0,component-8693032cab698ad6,2030,1
2031:0:0,component-2af26286e9a2376c,2031,2
2031:2:0,component-2af26286e9a2376c,2031,2
2031:4:0,component-2af26286e9a2376c,2031,2
2032:0:0,component-340aae021b45c28b,2032,2
2033:0:0,component-757232689726401f,2033,3
2034:0:0,component-930bdc09261d31ef,2034,3
2034:2:0,component-930bdc09261d31ef,2034,3
2034:4:0,component-930bdc09261d31ef,2034,3
2035:0:0,component-5d9df7c23a4afca7,2035,0
2035:2:0,component-5d9df7c23a4afca7,2035,0
2036:0:0,component-35bb2af9fb7b9d5f,2036,4
2037:0:0,component-e1dffed4c1cf7734,2037,3
2038:0:0,component-e2e9c60163e9d8ec,2038,4
2039:0:0,component-d01eaee3abfc9565,2039,2
2039:0:1,component-d01eaee3abfc9565,2039,2
203:0:0,component-ce579528bd7b8a4c,203,0
2040:0:0,component-8d0a6ebab4d8a6b0,2040,3
2041:0:0,component-6c1628eb0a4bb060,2041,0
2041:2:0,component-6c1628eb0a4bb060,2041,0
2042:0:0,component-85a5bf07384408ee,2042,0
2043:0:0,component-7dd3cca06903d9f0,2043,2
2044:0:0,component-63065ed783cfe34b,2044,3
2045:0:0,component-b3d7b385acfd3d09,2045,2
2046:0:0,component-5da3faec624364b6,2046,4
2046:2:0,component-5da3faec624364b6,2046,4
2046:4:0,component-5da3faec624364b6,2046,4
2047:0:0,component-ea17cdd86ac67d27,2047,4
2048:0:0,component-07a6946eb523ecbb,2048,3
2049:0:0,component-e2107b5af97106c0,2049,0
204:0:0,component-45f792ba6794b123,204,0
2050:0:0,component-e8cab409e912ffb9,2050,1
2050:2:0,component-e8cab409e912ffb9,2050,1
2050:4:0,component-e8cab409e912ffb9,2050,1
2051:1:0,component-f39294ac3465f132,2051,2
2052:0:0,component-d59237b2bfa1c6a0,2052,3
2053:0:0,component-9a14f6cf565d3704,2053,1
2053:2:0,component-9a14f6cf565d3704,2053,1
2054:0:0,component-6b57bf0270b74590,2054,0
2055:0:0,component-387f4484af3b4c21,2055,4
2056:0:0,component-7eb62e520e0d9550,2056,3
2057:1:0,component-ca05e4f09b438a17,2057,3
2058:0:0,component-53aaa67d6c57ecd2,2058,3
2059:0:0,component-7f57254a19a5e8b7,2059,1
205:0:0,component-1ec85d2d36061273,205,4
205:2:0,component-1ec85d2d36061273,205,4
205:4:0,component-1ec85d2d36061273,205,4
2060:0:0,component-f4c0ee48f09d622c,2060,3
2060:2:0,component-f4c0ee48f09d622c,2060,3
2060:4:0,component-f4c0ee48f09d622c,2060,3
2060:6:0,component-f4c0ee48f09d622c,2060,3
2061:0:0,component-e9c744d55c23066a,2061,3
2062:0:0,component-ca6d67302e16f586,2062,3
2063:0:0,component-c97ca83cf571b159,2063,2
2064:0:0,component-4c680b87efbe5444,2064,3
2065:0:0,component-5e65b2bd738541a4,2065,0
2066:0:0,component-e5681177051e6537,2066,2
2067:0:0,component-1a24f211786ba2a7,2067,4
2068:0:0,component-d8668b414db06100,2068,2
2069:0:0,component-905fe141cb351d8e,2069,2
206:0:0,component-1cf70afc35fe77b9,206,3
2070:0:0,component-850e3db87ecdfbee,2070,4
2070:2:0,component-850e3db87ecdfbee,2070,4
2071:0:0,component-b01f5f1d874a08e7,2071,3
2072:1:0,component-44107328026f0ca5,2072,4
2073:1:0,component-45a430fa045b15b4,2073,2
2074:1:0,component-956f0196be81214b,2074,3
2074:3:0,component-956f0196be81214b,2074,3
2075:0:0,component-7fe62ca362a6e2b0,2075,0
2075:2:0,component-7fe62ca362a6e2b0,2075,0
2075:4:0,component-7fe62ca362a6e2b0,2075,0
2076:0:0,component-24c1e5d3499dfa7e,2076,2
2077:0:0,component-71e446cd331ddcb7,2077,4
2078:0:0,component-27ce8aec303a53a3,2078,4
2079:0:0,component-0e66993c7190eb8c,2079,2
207:0:0,component-a7c9a025b7244fc7,207,0
2080:0:0,component-24c7e93223919362,2080,3
2081:0:0,component-7ceb1effe1ed43b5,2081,4
2082:0:0,component-9e0aea32071fbb0b,2082,4
2083:0:0,component-4d11d6f34d571efb,2083,0
2084:0:0,component-fb7b93b9cafdd381,2084,2
2085:0:0,component-c3014ae4c7bdffaa,2085,4
2086:0:0,component-63d905bc2e439afc,2086,1
2086:2:0,component-63d905bc2e439afc,2086,1
2087:0:0,component-08f57cdcec513918,2087,3
2088:0:0,component-9e0e54011cb2db14,2088,0
2089:0:0,component-72e625a25fe74bba,2089,0
208:0:0,component-66bd1bc040cf7bde,208,0
2090:1:0,component-5602110ebe31256f,2090,3
2090:1:1,component-5602110ebe31256f,2090,3
2091:0:0,component-89ebfde8d45f4b54,2091,4
2092:0:0,component-78249d521db605ee,2092,0
2093:0:0,component-69e40cc2de17203e,2093,0
2094:0:0,component-9f3f24ea181d5881,2094,3
2095:0:0,component-383395e546f22cb1,2095,0
2095:2:0,component-383395e546f22cb1,2095,0
2096:0:0,component-fb190b6e9224b98c,2096,3
2097:0:0,component-aba9229f987ab812,2097,3
2098:0:0,component-7c88e7e3f3980bda,2098,1
2099:0:0,component-266439e6982e073d,2099,0
209:0:0,component-054d960af8fbe871,209,2
20:0:0,component-e414e6fb4118e9df,20,3
2100:0:0,component-1669601a252b1a66,2100,0
2101:1:0,component-fdbbf7aead397107,2101,4
2102:0:0,component-cce50274a01c964d,2102,3
2103:0:0,component-5f6c723ca4076ebb,2103,4
2104:0:0,component-a0bcc43b829e8731,2104,2
2105:0:0,component-8e205be5e7f55a4d,2105,2
2106:1:0,component-f63394f2cd8c8b99,2106,1
2107:0:0,component-082855b99d4314f0,2107,0
2107:2:0,component-082855b99d4314f0,2107,0
2107:4:0,component-082855b99d4314f0,2107,0
2108:0:0,component-670a2cdfc50bec70,2108,4
2109:0:0,component-ef1968855810447a,2109,0
210:0:0,component-92ab8600d339877a,210,2
2110:0:0,component-b8cc67257785b494,2110,4
2111:0:0,component-41b5fd36734124cf,2111,2
2112:0:0,component-e649b062f543b4e9,2112,3
2113:0:0,component-a01bc312ca03dbe8,2113,4
2114:0:0,component-08eb834b485c1641,2114,1
2114:2:0,component-08eb834b485c1641,2114,1
2115:0:0,component-94d720a9f440ea33,2115,4
2116:0:0,component-813fe467a472549d,2116,0
2116:2:0,component-813fe467a472549d,2116,0
2117:0:0,component-c01ec8256de5e5d6,2117,3
2118:0:0,component-9781d15c6f33a7b2,2118,3
2119:0:0,component-bf98a358e3272524,2119,1
211:0:0,component-c182876bc90cca23,211,4
2120:0:0,component-ddb5018c0d83a2bd,2120,4
2121:0:0,component-77d5e814c3ac4813,2121,3
2122:0:0,component-983c95fbc89be905,2122,1
2123:0:0,component-9f12af6e46caaa1b,2123,2
2124:0:0,component-16c4a654d712a8b5,2124,1
2125:0:0,component-53841efc816b0867,2125,3
2125:2:0,component-53841efc816b0867,2125,3
2126:0:0,component-45867d94d951fcac,2126,4
2127:0:0,component-0598300cf0646982,2127,1
2128:0:0,component-84912a6b95572d01,2128,0
212:0:0,component-645a728e5cc0d30f,212,1
212:2:0,component-645a728e5cc0d30f,212,1
2130:0:0,component-46b7e0fa5011501d,2130,3
2131:0:0,component-c124519531752a98,2131,3
2131:2:0,component-c124519531752a98,2131,3
2131:4:0,component-c124519531752a98,2131,3
2131:6:0,component-c124519531752a98,2131,3
2131:6:1,component-c124519531752a98,2131,3
2132:0:0,component-96d024af0387b650,2132,0
2133:0:0,component-a42c4f3d736dadb8,2133,3
2134:0:0,component-91c0d2a9757c97a9,2134,1
2135:0:0,component-d262c430d9eac159,2135,1
2135:2:0,component-d262c430d9eac159,2135,1
2136:0:0,component-0b6ff15f81b6d1f6,2136,3
2136:2:0,component-0b6ff15f81b6d1f6,2136,3
2137:0:0,component-ecabdf2b4bf97643,2137,3
2138:0:0,component-e811cc6c0b3aec00,2138,4
2139:0:0,component-f8822d75acd800b3,2139,2
2139:2:0,component-f8822d75acd800b3,2139,2
213:0:0,component-da624583c2a18976,213,0
2140:0:0,component-aaada7560401c985,2140,2
2141:0:0,component-f265788a60122a65,2141,0
2141:2:0,component-f265788a60122a65,2141,0
2141:4:0,component-f265788a60122a65,2141,0
2142:0:0,component-e8bc6026f3f60972,2142,2
2142:2:0,component-e8bc6026f3f60972,2142,2
2142:4:0,component-e8bc6026f3f60972,2142,2
2142:6:0,component-e8bc6026f3f60972,2142,2
2143:0:0,component-b0600b719026e0ac,2143,3
2144:0:0,component-b238a96ac8e7a4a1,2144,2
2145:0:0,component-5d7adfab40734eea,2145,0
2146:0:0,component-081da6e8a598809f,2146,0
2147:0:0,component-c7b66583ef29c131,2147,4
2148:0:0,component-ed57efd67387c2c1,2148,0
2149:0:0,component-3d788bbf8c9998bd,2149,3
2149:2:0,component-3d788bbf8c9998bd,2149,3
214:0:0,component-f78cb8a3b6a514d0,214,1
214:2:0,component-f78cb8a3b6a514d0,214,1
2150:0:0,component-b8280c116bcd1bc2,2150,3
2151:0:0,component-c69ced068df4bd42,2151,4
2152:0:0,component-1c706b4f7de8c8f0,2152,0
2153:0:0,component-25fcee4143ca5d04,2153,0
2154:0:0,component-3fee1ed40ddaf0bc,2154,3
2155:0:0,component-402aaef2b00d1844,2155,4
2156:0:0,component-3f38f6dc5c679c52,2156,4
2157:0:0,component-e6e2bccf65fdfeb2,2157,0
2158:0:0,component-69dbefcef1159c27,2158,0
2158:2:0,component-69dbefcef1159c27,2158,0
2158:4:0,component-69dbefcef1159c27,2158,0
2159:0:0,component-62393e4a58d6a0c3,2159,0
215:0:0,component-f2b72f03754e687f,215,0
2160:0:0,component-c10b0ec614da3720,2160,4
2161:0:0,component-8e72c5e0924d4e85,2161,2
2162:0:0,component-1ea729285589897a,2162,2
2162:2:0,component-1ea729285589897a,2162,2
2163:0:0,component-630fe0d67274a71a,2163,1
2164:0:0,component-d28228525d8cb559,2164,1
2165:0:0,component-fc2d5350c31b84f8,2165,0
2166:0:0,component-208620d7c013e254,2166,0
2167:0:0,component-0317b09d556e3433,2167,3
2168:0:0,component-e95a209d253ee1de,2168,1
2169:0:0,component-10d36291d89bdac4,2169,1
216:0:0,component-f0cd3bfbb819b728,216,3
2170:0:0,component-3f655a0117f6b33b,2170,0
